date_start,date_end,geo_id,geo_level,category_name,hierarchy_level,metric_id,value,node_name,node_external_id
2026-04-01,2026-05-01,TZA,country,overall,0,collaboration_bucket_automation_pct,54.2,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,collaboration_bucket_automation_pct,53.4,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,multitasking_pct,21.1,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,collaboration_validation_pct,2.56,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,artifact_presentation_or_slides_pct,3.56,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,human_only_ability_pct,82.59,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,use_case_coursework_pct,14.32,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,artifact_game_or_interactive_pct,0.64,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_plan_or_strategy_pct,5.23,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,collaboration_feedback_loop_pct,11.87,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,collaboration_directive_pct,37.91,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,artifact_explanation_or_answer_pct,13.6,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,collaboration_none_pct,2.3,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_game_or_interactive_pct,0.7,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,ai_education_years_mean,12.39,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_plan_or_strategy_pct,3.49,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,collaboration_directive_pct,41.45,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_image_or_graphic_pct,0.71,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_script_or_snippet_pct,2.48,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,artifact_advice_or_recommendation_pct,8.25,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,human_with_ai_time_mean,39.67,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,artifact_explanation_or_answer_pct,16.98,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,collaboration_directive_pct,29.98,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_presentation_or_slides_pct,5.12,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,artifact_idea_or_brainstorm_pct,0.56,Overall,-
2026-04-01,2026-05-01,MUS,country,overall,0,artifact_explanation_or_answer_pct,15.3,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,artifact_ui_or_design_mockup_pct,0.74,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,collaboration_none_pct,3.34,Overall,-
